year,prov,gdp,id,island,primary,secondary,tertiary,agri_gdp,constr_gdp,manuf_gdp,utilities_gdp,sec_gdp,tert_gdp,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year
2010,Nanggroe Aceh Darussalam,79.36452,299,Sumatra,37.788879,6.74122,34.834419,45.633667,5.024487,3.1864111,.28309879,8.4939966,43.891678,Tsunami stricken,1,Tsunami stricken,-.067180596,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.040343821,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142710
2000,Nanggroe Aceh Darussalam,54.503180875,299,Sumatra,27.273943,4.96556,22.263674,49.050003,3.623853,5.3759437,.11079133,9.1105871,40.848392,Tsunami stricken,1,Tsunami stricken,-.044584423,0,,Nagan Raya,Kab,96.51413,4.1644802,0,-.042187423,0,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,142000
2005,Nanggroe Aceh Darussalam,64.63844832,299,Sumatra,32.168179,4.0985427,28.371727,48.79673,2.7828758,3.4547136,.10313042,6.3407197,43.89296,Tsunami stricken,1,Tsunami stricken,-.032820515,1,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,-.039701711,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142355
2004,Nanggroe Aceh Darussalam,67.25632865999999,299,Sumatra,33.725048,5.688355,27.842928,49.052086,3.5447001,4.8121314,.10089257,8.4577246,41.398228,Tsunami stricken,1,Tsunami stricken,.11749367,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.11988501,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,142284
2008,Nanggroe Aceh Darussalam,73.67560682,299,Sumatra,36.092098,5.9071741,31.676334,47.241005,4.5210772,3.2598412,.23689708,8.0178156,42.994331,Tsunami stricken,1,Tsunami stricken,.013767767,0,.11111111,Nagan Raya,Kab,96.51413,4.1644802,0,.015369477,1,71,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142568
2009,Sumatera Utara,39.23782,309,Sumatra,20.9797,3.5071399,14.7518,49.838039,7.6362042,1.1786587,.1232994,8.9381618,37.595871,,1,Tsunami stricken,-1.3613218,0,0,Nias,Kab,97.793068,.78144997,0,-1.3590471,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144648
2011,Sumatera Utara,44.73592,309,Sumatra,23.6406,3.9761801,17.119961,49.208153,7.6655178,1.0942885,.12830852,8.8881149,38.268936,,1,Tsunami stricken,.055103708,0,0,Nias,Kab,97.793068,.78144997,0,.065854244,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144792
2006,Sumatera Utara,133.683739,309,Sumatra,57.265503,12.309608,64.108627,40.387245,7.0464325,1.9093517,.25222269,9.2080069,47.955441,,1,Tsunami stricken,.043624535,0,0,Nias,Kab,97.793068,.78144997,0,.045913845,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144432
2002,Sumatera Utara,117.3414055,309,Sumatra,52.461945,10.865099,54.014362,42.601261,7.0303636,1.950035,.27899233,9.2593908,46.031799,,1,Tsunami stricken,.078297958,0,,Nias,Kab,97.793068,.78144997,0,.09058331,0,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144144
2004,Sumatera Utara,132.08761474,309,Sumatra,56.702084,13.309589,62.075939,40.663677,7.9302645,1.873749,.27232015,10.076334,46.996033,,1,Tsunami stricken,.047699902,0,0,Nias,Kab,97.793068,.78144997,0,.050029185,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144288
2001,Sumatera Utara,107.1794325,309,Sumatra,46.063061,10.190292,50.926079,40.884178,7.2287498,1.9788743,.30006972,9.5076942,47.514786,,1,Tsunami stricken,.042991232,0,,Nias,Kab,97.793068,.78144997,0,.046208099,0,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144072
2000,Sumatera Utara,102.33955675,309,Sumatra,44.023762,9.7544708,48.561325,40.864368,7.3060074,1.948397,.2770721,9.531477,47.45118,,1,Tsunami stricken,.037604891,0,,Nias,Kab,97.793068,.78144997,0,.025556333,0,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144000
2005,Sumatera Utara,127.68458046,309,Sumatra,55.324112,11.436043,60.924423,40.985569,6.8494234,1.8629888,.24406712,8.9564791,47.714787,,1,Tsunami stricken,-.036101561,0,0,Nias,Kab,97.793068,.78144997,0,-.033902444,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144360
2012,Sumatera Utara,47.52556,309,Sumatra,25.268299,4.1738,18.08264,49.484108,7.5882535,1.0662894,.12767866,8.7822218,38.048241,,1,Tsunami stricken,.060016617,0,0,Nias,Kab,97.793068,.78144997,0,.060490914,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144864
2007,Sumatera Utara,142.56193025,309,Sumatra,59.643456,14.578517,68.339958,39.376675,8.130271,1.8338244,.26199841,10.226094,47.937031,,1,Tsunami stricken,.062327318,0,0,Nias,Kab,97.793068,.78144997,0,.06429965,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144504
2003,Sumatera Utara,125.64195882,309,Sumatra,54.571671,12.158099,58.912186,41.258263,7.5012364,1.9004346,.27511147,9.6767826,46.888943,,1,Tsunami stricken,.52719569,0,,Nias,Kab,97.793068,.78144997,0,.068348587,0,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144216
2010,Sumatera Utara,41.88478,309,Sumatra,22.24988,3.7309999,15.90472,49.540909,7.6469784,1.135496,.12529612,8.9077702,37.972553,,1,Tsunami stricken,1.2841648,0,0,Nias,Kab,97.793068,.78144997,0,.065281436,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144720
1999,Sumatera Utara,99.75727041499171,309,Sumatra,,,,,,,,,,,1,Tsunami stricken,,0,,Nias,Kab,97.793068,.78144997,0,,0,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143928
2008,Sumatera Utara,152.73250792,309,Sumatra,63.610973,16.395926,72.725609,39.249374,8.6822262,1.7874112,.26542264,10.73506,47.616325,,1,Tsunami stricken,.066780746,0,0,Nias,Kab,97.793068,.78144997,0,.068911575,1,72,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144576
2001,Sumatera Utara,67.282983375,307,Sumatra,31.875816,6.908464,28.498701,46.320225,8.8705235,1.211166,.18608348,10.267773,42.356476,,1,Tsunami stricken,.061752409,0,,Nias Selatan,Kab,97.793068,.78144997,0,.066447809,0,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,146073
2009,Sumatera Utara,96.9978,307,Sumatra,42.46698,13.11426,41.417381,42.405952,11.720348,1.5994589,.20035505,13.520162,42.699299,,1,Tsunami stricken,.036733717,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.039972011,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146657
2008,Sumatera Utara,93.19707047999999,307,Sumatra,41.45092,12.026366,39.719784,43.098431,11.206121,1.4928015,.20530911,12.904232,42.619133,,1,Tsunami stricken,.037890166,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.041208867,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146584
2005,Sumatera Utara,82.04026282,307,Sumatra,38.293411,9.116828,34.630024,45.310097,9.5537567,1.3702592,.18861039,11.112626,42.21101,,1,Tsunami stricken,-.025966695,0,0,Nias Selatan,Kab,97.793068,.78144997,0,-.021426383,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146365
2000,Sumatera Utara,62.95747825,307,Sumatra,30.72447,6.5517721,25.681236,47.698383,9.0114899,1.2222774,.1728946,10.406662,40.791401,,1,Tsunami stricken,.020860961,0,,Nias Selatan,Kab,97.793068,.78144997,0,.025556333,0,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146000
1999,Sumatera Utara,61.36890154579655,307,Sumatra,,,,,,,,,,,1,Tsunami stricken,,0,,Nias Selatan,Kab,97.793068,.78144997,0,,0,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145927
2011,Sumatera Utara,105.49464,307,Sumatra,45.47802,14.2721,45.744518,41.820572,11.657805,1.6610702,.20986848,13.528745,43.361935,,1,Tsunami stricken,.032927725,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.043643001,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146803
2003,Sumatera Utara,78.21838222,307,Sumatra,37.759956,7.9536886,32.504738,47.168751,8.7514362,1.2322092,.18492106,10.168567,41.556393,,1,Tsunami stricken,.067570947,0,,Nias Selatan,Kab,97.793068,.78144997,0,.072266288,0,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146219
2012,Sumatera Utara,111.59134,307,Sumatra,47.51162,15.23724,48.84166,41.253021,11.752776,1.6842167,.21750791,13.6545,43.768326,,1,Tsunami stricken,.051957697,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.056183301,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146876
2002,Sumatera Utara,72.765242,307,Sumatra,35.854034,7.0948172,29.816387,48.197201,8.3337898,1.239454,.17703895,9.7502832,40.976139,,1,Tsunami stricken,.073635727,0,,Nias Selatan,Kab,97.793068,.78144997,0,.078331038,0,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,0,0,0,1,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146146
2007,Sumatera Utara,89.43458125000001,307,Sumatra,39.639938,10.983547,38.8111,42.805923,10.61676,1.46244,.20189598,12.281096,43.396076,,1,Tsunami stricken,.0429103,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.047210913,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146511
2006,Sumatera Utara,85.31041175,307,Sumatra,38.380123,9.9527693,36.977524,43.608593,10.081306,1.3879666,.19726235,11.666535,43.344677,,1,Tsunami stricken,.034470454,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.039086372,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146438
2004,Sumatera Utara,83.81705604,307,Sumatra,40.580013,8.5025902,34.734455,47.19175,8.6016169,1.3374648,.20514221,10.144224,41.440796,,1,Tsunami stricken,.064458311,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.069131836,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146292
2010,Sumatera Utara,100.98956,307,Sumatra,43.706821,13.73336,43.549381,41.949368,11.749135,1.6450413,.20461521,13.598792,43.122658,,1,Tsunami stricken,-.016391508,0,0,Nias Selatan,Kab,97.793068,.78144997,0,.040328849,1,73,,,,Tsunami stricken,Tsunami stricken,Tsunami stricken,,,,1,1,1,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146730
2006,Sumatera Selatan,114.379504,311,Sumatra,46.140991,28.722303,41.70438,34.499008,13.75818,11.229776,.12345219,25.111408,36.461411,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.033412844,0,0,Ogan Ilir,Kab,105.2949,-3.3816199,0,.050295699,1,74,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148444
2012,Sumatera Selatan,161.26694,311,Sumatra,57.447559,43.71912,62.503681,30.037067,16.443024,10.508118,.1586438,27.109785,38.7579,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.056422722,0,0,Ogan Ilir,Kab,105.2949,-3.3816199,0,.067718141,1,74,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148888
2008,Sumatera Selatan,126.292874,311,Sumatra,48.731781,32.557117,47.316624,32.736923,14.544946,11.082506,.15160792,25.779062,37.46579,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.033633523,0,0,Ogan Ilir,Kab,105.2949,-3.3816199,0,.0499827,1,74,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148592
2004,Sumatera Selatan,103.888424,311,Sumatra,42.051323,26.066898,37.734104,34.637299,13.617306,11.358936,.11500222,25.091244,36.321758,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.025252696,0,0,Ogan Ilir,Kab,105.2949,-3.3816199,0,.042410687,1,74,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148296
